District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupation,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_being_addressed_?,_1a_What_is_your_biggest_problem_?,If__other__what_is_your_biggest_problem_?,_1b_What_is_your_second_biggest_prpblem_?,If__other__what_is_your_second_biggest_problem_?,_1c_What_is_your_third_biggest_problem_?,If__other__what_is_your_third_biggest_problem_?,_2_Are_you_satisfied_with_what_the_government_is_doing_for_you_after_the_earthquake_?,_2a_What_is_the_first_reason_you_not_satisfied_with_government?,If_other_top_reasons,_2b_What_is_the_second_reason_you_are_not_satisfied_with_government?,If_other_second_reason,_3_Do_ you_have_the_information_you_need_to_get_relief_and_support? ,_3a_What_is_the_top_thing_that_you_need_information_about?,If_other_top_need_information,_3b_What_is_the_second_most_important_thing_that_you_need_information_about?,If_other_second_need_information,_4_Are_you_satisfied_with_what_NGOs_are_doing_for_you_after_the_earthquake? ,_4a_What_is_the_first_reason_you_not_satisfied_with_NGO_support?,If_other_top_reason_for_unsatisfaction_with_NGOs,_4b_What_is_the_second_reason_you_are_not_satisfied_with_NGOs?,If_other_second_reason_for _unsatisfaction_with_NGO,_5_Are_you_Prepared_for_winter?,_5a_Whati_is_the_main_reason_you_feel_you_are_not_prepared?,If_other_why_not_prepared?,_6_Do_you_have_problems_related_to_children_in_you_household_or_family_in_the_post-earthquake_period? ,_6a_What_is_the_main_problem_for_the_children?,If_other_What_is_the_main_problem_for_the_children?,_6b_What_is_the_second_top_problem_for_the_children?,If_other_What_is_the_second_top_problem_for_the_children?,_7_Overall_is_the_post-earthquake_relief_effort_making_progress? ,_8_Do_you_feel_there_has_been_an_increase_in_the_environment_of_tension_or_risk_of_violence_or_harassment_since_the_earthquake?,_8a_Who_has_this_increased_risk_come from?,If_others_Who_has_this_increased_risk_come from?,_9_Do_you_feel_that_the_children_in_your_family_are_in_a_safe_place_while_attending_school? ,_10_Do_you_need_to_rebuild_repair_or_retrofit_your_home_because_of_damage_caused_by_earthquakes?,_10a_Where_do_you_plan_to_get_the_resources_or_funds_to_rebuild/repair /retrofit_your_home?,If_other_where_do_you_plan_t,_10b_What_factors_do_you_base_your_rebuild/repair/ retrofitting_decisions_on?,If_other_what_factors_do_you_base,_11_Do_you_feel_your_community_has_recovered_from_the_earthquake? ,_11a_What_is _the_main_thing_your_community_to_recover?,If_other_What_is _the_main_thing_your_community_to_recover?,_11b_What_is_the_second_main_thing_your_community_recover?,If_other_What_is_the_second_main_thing_your_community_recover?
dhading,Khalte,9,25_39,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,education,,toilets_sanitation,,1___not_at_all,Relief_distributed_based_on_distance_from_road,,Government_plan_unclear,,4___mostly_yes,,,,,2___very_little,ngo_plans_unclear,,don´t_know_how_to_register_for_relief_services,,1___not_at_all,house/shelter_will_not_keep_snow_out,,2_somewhat_yes,safety_at_school(due_to_structure),,access_to_education_(closed_school),,2___very_little,,,,4_somewhat_yes,somewhat_yes,government_loan,,waiting_for_building_assessment,,1___not_at_all,repair_reconstruction_of_community_buildings,,repair_reconstruction_of_schools,
okhaldhunga,Siddhicharan N.P.,6,40_54,male,gurung,,farmer_laborer,,no_difficulty,,1___not_at_all,clean_water,,healthcare,,financial_support,,4___mostly_yes,,,,,1___not_at_all,how_to_get_shelter_materials,,news_about_government_decision,,4___mostly_yes,,,,,5___completely_yes,,,2_somewhat_yes,access_to_education_Closed_schools,,safety_at_school_(due_to_structure),,1___not_at_all,,,,don_t_know,completely_yes,government_grant,,availability_of_finencial_support,,5___completely_yes,,,,
kathmandu,jhor mahankal,5,25_39,female,janajati,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,4___mostly_yes,,,,,5___completely_yes,,,,,1___not_at_all,relief_distributed_based_on_political_parties,,reconstruction_process_taking_too_long,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,1___not_at_all,4_not_very_much,,,1_not_at_all,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,livelihood_options_training,,reconstruction_advice_training,
kavrepalanchok,Kushadevi,9,25_39,female,tamang,,ngo_worker_business,,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,1___not_at_all,relief_distributed_based_on_political_parties,,Relief_distributed_based_on_first_come_first_served,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,health_care,,not_prepared_for_winter_(clothing_household),,1___not_at_all,2_somewhat_yes,local_government,,5_completely_yes,somewhat_yes,government_grant,,waiting_for_community_to_start_rebuilding,,1___not_at_all,reduce_risk_of_future_disasters,,safe_spaces_for_women_children,
okhaldhunga,Jantarkhani,3,55,male,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,don_t_know,,,,,1___not_at_all,how_to_get_shelter_materials,,news_about_government_decision,,5___completely_yes,,,,,2___very_little,house/shelter_will_not_keep_snow_out,,1_completely_y,improper_school_winterizaton,,safety_at_school_(due_to_structure),,3___neutral,,,,5_completely_yes,somewhat_yes,personal_loan_finencial_institution,,waiting_for_demolition_assistance,,5___completely_yes,,,,
dhading,Khalte,9,25_39,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,food,,education,,4___mostly_yes,,,,,4___mostly_yes,,,,,2___very_little,ngo_plans_unclear,,do_not_trust_ngos,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,health_care,,4___mostly_yes,,,,5_completely_yes,completely_yes,government_loan,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,repair_reconstruction_of_schools,
kathmandu,jhor mahankal,2,40_54,male,chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,other,employment,1___not_at_all,relief_distributed_based_on_political_parties,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,don_t_know,,,,,2___very_little,,,,1_not_at_all,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,trail_maintenance,
kathmandu,Dharmasthali,1,25_39,male,newar,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,3___neutral,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,3___neutral,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,3___neutral,,,,1_not_at_all,completely_yes,government_loan,,building_requirements_released_by_government,,4___somewhat_yes,,,,
dhading,Khalte,9,40_54,female,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,toilets_sanitation,,seeds_and_fertilizers,,1___not_at_all,Government_plans_unclear,,Government_does_not_listen_to_my_concerns,,4___mostly_yes,,,,,1___not_at_all,was_promised_relief_but_never_received,,relief_distributed_based_on_first_come_first_served,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,access_to_education_(closed_school),,1___not_at_all,don_t_know,,,1_not_at_all,completely_yes,government_loan,,confidence_gov,,3___neutral,repair_reconstruction_of_school,,safe_spaces_for_women_children,
okhaldhunga,Jantarkhani,3,55,female,janajati,,farmer_laborer,,no_difficulty,,5___completely_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,5_not_at_all,,,,,3___neutral,1_completely_yes,community_members,,5_completely_yes,somewhat_yes,government_loan,,availability_of_finencial_support,,don_t_know,,,,
kavrepalanchok,Kushadevi,9,25_39,male,tamang,,other,Driver,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,2___very_little,relief_distributed_based_on_political_parties,,relief_distributed_based_on_caste,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,do_not_trust_ngos,,ngo_plan_unclear,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,psycho_social_support,,not_prepared_for_winter_(clothing_household),,1___not_at_all,,,,4_somewhat_yes,completely_yes,government_grant,,waiting_for_community_to_start_rebuilding,,1___not_at_all,repair_reconstruction_of_community_buildings,,safe_spaces_for_women_children,
dhading,Khalte,9,15_24,female,gurung,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,clean_water,,toilets_sanitation,,1___not_at_all,Reconstruction_process_taking_too_long,,Government_plan_unclear,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,ngo_plans_unclear,,reconstruction_process_taking_too_long,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,access_to_education_(closed_school),,1___not_at_all,1_completely_yes,strangers,,5_completely_yes,completely_yes,government_loan,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,repair_reconstruction_of_schools,
okhaldhunga,Jantarkhani,3,25_39,female,janajati,,government_ser,,no_difficulty,,4___mostly_yes,,,,,,,5___completely_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,2_somewhat_yes,improper_school_winterizaton,,not_prepared_for_winter_(clothing_household),,4___mostly_yes,2_somewhat_yes,local_government,,4_somewhat_yes,completely_yes,personal_savings,,availability_of_finencial_support,,3___neutral,safe_spaces_for_women_and_children,,repair_reconstruction_of_schools,
kathmandu,Dharmasthali,1,40_54,female,newar,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,2___very_little,not_enough_fuel,,5_not_at_all,,,,,don_t_know,5_not_at_all,,,2_not_very_much,completely_yes,government_loan,,confidence_gov,,2___not_very_much,repair_reconstruction_of_community_buildings,,reduce_risk_of_future_disaster,
kavrepalanchok,kushadevi,9,15_24,male,brahmin,,other,student,no_difficulty,,1___not_at_all,seeds_and_fertilizers,,long_term_shelter__housing,,housing_inspections,,1___not_at_all,relief_distributed_based_on_caste,,relief_distributed_based_on_political_parties,,1___not_at_all,news_about_government_decision,,how_to_get_healthcare_psychological_support,,1___not_at_all,relief_distributed_based_on_caste,,relief_distributed_based_on_political_parties,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,safety_at_home(due_to_structure),,not_prepared_for_winter_(clothing_household),,1___not_at_all,,,,4_somewhat_yes,completely_yes,i/ngo_support,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,improved_irrigation,
kavrepalanchok,Kushadevi,9,25_39,male,brahmin,,ngo_worker_business,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,seeds_and_fertilizers,,clean_water,,1___not_at_all,relief_distributed_based_on_political_parties,,relief_distributed_based_on_caste,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,do_not_trust_ngos,,ngo_plan_unclear,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,safety_at_home_(due_to_structure),,1___not_at_all,,,,2_not_very_much,completely_yes,personal_loan_informal,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,financial_support,
dhading,Khalte,1,25_39,female,gurung,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,education,,toilets_sanitation,,2___very_little,relief_distributed_based_on_political_parties,,Government_plan_unclear,,4___mostly_yes,,,,,2___very_little,ngo_plans_unclear,,was_promised_relief_but_never_received,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,improper_school_winterization,,don_t_know,2_somewhat_yes,strangers,,2_not_very_much,completely_yes,government_loan,,building_requirements_released_by_government,,1___not_at_all,repair_reconstruction_of_community_buildings,,reduce_risk_of_future_disaster,
okhaldhunga,Jantarkhani,3,55,female,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,3___neutral,how_to_get_shelter_materials,,news_about_government_decision,,don_t_know,,,,,1___not_at_all,do_not_have_warm_clothing,,2_somewhat_yes,safety_at_school(due_to_structure),,improper_school_winterization,,3___neutral,2_somewhat_yes,community_members,,5_completely_yes,completely_yes,personal_loan_informal,,availability_of_finencial_support,,3___neutral,repair_reconstruction_of_community_buildings,,reconstruction_advice_training,
dhading,Khalte,1,15_24,male,gurung,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,seeds_and_fertilizers,,4___mostly_yes,,,,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,vulnerability_to_trafficking,,don_t_know,,,,4_somewhat_yes,completely_yes,government_loan,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,repair_reconstruction_of_schools,
kathmandu,jhor mahankal,2,25_39,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,relief_distributed_based_on_political_parties,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,health_care,,safety_at_school_(due_to_structure),,1___not_at_all,,,,1_not_at_all,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,trail_maintenance,
okhaldhunga,Jantarkhani,3,55,female,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,don_t_know,,,,,5___completely_yes,3___neutral,local_government,,4_somewhat_yes,somewhat_yes,government_grant,,availability_of_finencial_support,,4___somewhat_yes,,,,
dhading,Khalte,1,40_54,male,gurung,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,clean_water,,education,,2___very_little,Rentens_excluded_from_distribution,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,2___very_little,ngo_plans_unclear,,do_not_trust_ngos,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,improper_school_winterization,,1___not_at_all,,,,don_t_know,completely_yes,government_loan,,confidence_gov,,1___not_at_all,repair_reconstruction_of_school,,safe_spaces_for_women_children,
kathmandu,Sitapaila,8,25_39,male,tamang,,skilled_worker,,yes__some_difficulty,,3___neutral,short_term_shelter__tent_shelt,,financial_support,,short_term_shelter__tent_shelter,,3___neutral,Relief_distributed_based_on_distance_from_road,,Reconstruction_process_taking_too_long,,3___neutral,how_to_register_for_access_support,,news_about_government_decision,,1___not_at_all,was_promised_relief_but_never_received,,relief_distributed_based_on_distance_from_main_road,,4___mostly_yes,,,5_not_at_all,,,,,2___very_little,,,,1_not_at_all,not_at_all,,,,,3___neutral,proper_functioning_of_local_government,,reconstruction_advice_training,
dhading,Khalte,1,40_54,female,gurung,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,clean_water,,food,,2___very_little,Was_promised_relief_but_never_received,,Government_plan_unclear,,4___mostly_yes,,,,,2___very_little,ngo_don't_listen_to_my_concern,,reconstruction_process_taking_too_long,,don_t_know,,,2_somewhat_yes,safety_at_school(due_to_structure),,access_to_education_(closed_school),,2___very_little,2_somewhat_yes,community_members,,1_not_at_all,completely_yes,government_loan,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,safe_spaces_for_women_children,
okhaldhunga,Jantarkhani,4,55,female,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,not_included_in_distributions,,Relief_distributed_based_on_distance_from_road,,don_t_know,,,,,don_t_know,,,,,1___not_at_all,do_not_have_warm_clothing,,2_somewhat_yes,improper_school_winterizaton,,safety_at_school_(due_to_structure),,3___neutral,2_somewhat_yes,local_government,,2_not_very_much,somewhat_yes,personal_savings,,gathering_enough_resources_to_rebuild_entire_house_at_once,,4___somewhat_yes,,,,
kathmandu,jhor mahankal,2,55,female,tamang,,other,unemployed,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,livelihoods,,financial_support,,1___not_at_all,relief_distributed_based_on_political_parties,,Was_promised_relief_but_never_received,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,1___not_at_all,don_t_know,,,don_t_know,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,trail_maintenance,
okhaldhunga,Jantarkhani,4,25_39,female,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,5___completely_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,safety_at_school_(due_to_structure),,4___mostly_yes,2_somewhat_yes,community_members,,4_somewhat_yes,neutral,government_grant,,availability_of_community_family_to_assist,,don_t_know,,,,
kathmandu,jhor mahankal,2,15_24,female,brahmin,,other,student,no_difficulty,,1___not_at_all,long_term_shelter__housing,,education,,other,job,2___very_little,relief_distributed_based_on_political_parties,,relief_distributed_based_on_caste,,3___neutral,news_about_government_decision,,how_to_replace_personal_documentation,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,4_not_very_muc,,,,,4___mostly_yes,3___neutral,ngo_aid_workers,,1_not_at_all,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,trail_maintenance,
okhaldhunga,Jantarkhani,4,25_39,female,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,3___neutral,relief_distributed_based_on_political_parties,,Was_promised_relief_but_never_received,,3___neutral,how_to_get_shelter_materials,,news_about_government_decision,,5___completely_yes,,,,,4___mostly_yes,,,2_somewhat_yes,health_care,,not_prepared_for_winter_(clothing_household),,3___neutral,2_somewhat_yes,community_members,,1_not_at_all,completely_yes,government_loan,,concern_about_another_earthquake_aftershocks,,4___somewhat_yes,,,,
dolakha,Laduk,3,40_54,male,tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,food,,4___mostly_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_replace_personal_documentation,,don_t_know,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,don_t_know,,,,4_somewhat_yes,completely_yes,government_grant,,information_about_assistance_from_NGOs,,don_t_know,,,,
kathmandu,Bajrayogini,8,25_39,female,tamang,,other,Sells flower in-front of temple,no_difficulty,,2___very_little,long_term_shelter__housing,,healthcare,,other,Help for daughter,2___very_little,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,relief_distributed_based_on_first_come_first_served,,relief_distributed_based_on_first_come_first_served,,1___not_at_all,other,Staying in rent,3___neutral,health_care,,safety_at_home_(due_to_structure),,2___very_little,2_somewhat_yes,family_members,,1_not_at_all,completely_yes,government_grant,,availability_of_finencial_support,,2___not_very_much,repair_reconstruction_of_community_buildings,,proper_functioning_of_local_government,
dolakha,Laduk,3,55,female,tamang,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,short_term_shelter__tent_shelt,,healthcare,,financial_support,,5___completely_yes,,,,,don_t_know,,,,,don_t_know,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,don_t_know,5_not_at_all,,,4_somewhat_yes,completely_yes,government_grant,,confidence_gov,,don_t_know,,,,
okhaldhunga,Jantarkhani,4,55,female,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,improper_school_winterization,,3___neutral,don_t_know,,,5_completely_yes,neutral,personal_savings,,availability_of_finencial_support,,4___somewhat_yes,,,,
kathmandu,jhor mahankal,2,25_39,male,chhetri,,other,shopkeeper,no_difficulty,,1___not_at_all,long_term_shelter__housing,,housing_inspections,,other,not mentioned,2___very_little,relief_distributed_based_on_caste,,Reconstruction_process_taking_too_long,,5___completely_yes,,,,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,4_not_very_muc,,,,,2___very_little,,,,1_not_at_all,completely_yes,government_grant,,availability_of_finencial_support,,2___not_very_much,repair_reconstruction_of_community_buildings,,trail_maintenance,
dolakha,Laduk,3,40_54,female,dalit,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,healthcare,,4___mostly_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,don_t_know,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,safety_at_school(due_to_structure),,health_care,,1___not_at_all,5_not_at_all,,,5_completely_yes,completely_yes,government_grant,,gathering_enough_resources_to_rebuild_entire_house_at_once,,don_t_know,,,,
okhaldhunga,Jantarkhani,4,55,female,janajati,,farmer_laborer,,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,livelihoods,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,5_not_at_all,,,,,4___mostly_yes,2_somewhat_yes,community_members,,3_neutral,somewhat_yes,personal_savings,,availability_of_finencial_support,,3___neutral,safe_spaces_for_women_and_children,,repair_reconstruction_of_schools,
dolakha,Laduk,3,25_39,female,chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,financial_support,,1___not_at_all,Reconstruction_process_taking_too_long,,not_included_in_distributions,,1___not_at_all,news_about_government_decision,,how_to_replace_personal_documentation,,1___not_at_all,relief_distributed_based_on_distance_from_road,,relief_distributed_based_on_first_come_first_served,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_school(due_to_structure),,violence_tension_in_the_community,,don_t_know,5_not_at_all,,,5_completely_yes,completely_yes,government_loan,,concern_about_another_earthquake_aftershocks,,don_t_know,,,,
kathmandu,Bajrayogini,8,15_24,male,newar,,other,Student,no_difficulty,,2___very_little,long_term_shelter__housing,,livelihoods,,other,Job opportunity,2___very_little,relief_distributed_based_on_political_parties,,Was_promised_relief_but_never_received,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,improper_school_winterizaton,,safety_at_school_(due_to_structure),,2___very_little,,,,3_neutral,completely_yes,government_grant,,availability_of_finencial_support,,2___not_very_much,repair_reconstruction_of_community_buildings,,livelihood_options_training,
okhaldhunga,Jantarkhani,1,55,male,janajati,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,3___neutral,Was_promised_relief_but_never_received,,Government_plan_unclear,,2___very_little,how_to_get_shelter_materials,,news_about_government_decision,,2___very_little,reconstruction_process_taking_too_long,,ngo_don´t_know_what_they_are_doing,,4___mostly_yes,,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,health_care,,4___mostly_yes,,,,1_not_at_all,somewhat_yes,government_grant,,waiting_for_demolition_assistance,,2___not_very_much,safe_spaces_for_women_and_children,,trail_maintenance,
okhaldhunga,Jantarkhani,1,25_39,female,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,3___neutral,Government_plans_unclear,,Reconstruction_process_taking_too_long,,5___completely_yes,,,,,4___mostly_yes,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,1_completely_y,improper_school_winterizaton,,psycho_social_support,,4___mostly_yes,1_completely_yes,strangers,,2_not_very_much,completely_yes,personal_loan_finencial_institution,,concern_about_another_earthquake_aftershocks,,2___not_very_much,repair_reconstruction_of_school,,improved_acces_to_finencial_services,
dolakha,Laduk,6,40_54,male,tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,Reconstruction_process_taking_too_long,,Government_does_not_know_what_it_is_doing,,2___very_little,news_about_government_decision,,how_to_replace_personal_documentation,,3___neutral,not_included_in_distributions,,relief_distributed_based_on_severe_damage,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,,,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,2___not_very_much,livelihood_options_training,,reconstruction_advice_training,
okhaldhunga,Jantarkhani,1,55,female,dalit,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,1___not_at_all,Government_does_not_listen_to_my_concerns,,Was_promised_relief_but_never_received,,5___completely_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,2_somewhat_yes,violence_tension_in_the_community,,psycho_social_support,,3___neutral,2_somewhat_yes,local_government,,4_somewhat_yes,neutral,personal_loan_informal,,waiting_for_building_assessment,,4___somewhat_yes,,,,
kathmandu,Bajrayogini,8,55,male,tamang,,other,Don't work,yes__some_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,relief_distributed_based_on_political_parties,,Was_promised_relief_but_never_received,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,improper_school_winterizaton,,not_prepared_for_winter_(clothing_household),,2___very_little,,,,1_not_at_all,completely_yes,remittances,,building_requirements_released_by_government,,2___not_very_much,repair_reconstruction_of_school,,repair_reconstruction_of_community_buildings,
dolakha,Laduk,6,25_39,female,tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,healthcare,,2___very_little,not_included_in_distributions,,Relief_distributed_based_on_first_come_first_served,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,relief_distributed_based_on_caste,,ngo_don´t_know_what_they_are_doing,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,safety_at_school(due_to_structure),,improper_school_winterization,,4___mostly_yes,2_somewhat_yes,community_members,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,3___neutral,repair_reconstruction_of_community_buildings,,livelihood_options_training,
okhaldhunga,Jantarkhani,1,40_54,female,janajati,,farmer_laborer,,no_difficulty,,don_t_know,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,3___neutral,can´t_get_to_distribution_sites,,relief_distributed_based_on_severe_damage,,4___mostly_yes,,,2_somewhat_yes,hunger,,not_prepared_for_winter_(clothing_household),,don_t_know,don_t_know,,,3_neutral,completely_yes,personal_loan_informal,,concern_about_another_earthquake_aftershocks,,2___not_very_much,safe_spaces_for_women_and_children,,reduce_risk_of_future_disaster,
dolakha,Laduk,6,25_39,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,psychosocial_counseling,,long_term_shelter__housing,,financial_support,,2___very_little,Reconstruction_process_taking_too_long,,Relief_distributed_based_on_distance_from_road,,1___not_at_all,how_to_replace_personal_documentation,,how_to_get_shelter_materials,,1___not_at_all,ngo_plans_unclear,,relief_distributed_based_on_distance_from_main_road,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,,,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,1___not_at_all,road_access,,repair_reconstruction_of_community_buildings,
