Name_of_interviewer,Agency,Date,Hi__my_name_is_and_I_am_workin,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,This_is_the_end_of_the_survey_,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
Sujata Khatri,accountability,2015-09-24,,,,,,,Ramechhap,Gailu,2,40_54,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,clean_water,,5___completely_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:1106b7bd-20f2-4304-a507-a1c4559bf0e0,733117,1106b7bd-20f2-4304-a507-a1c4559bf0e0,2015-09-30T07:00:33,1034,,-1,,
Sujata Khatri,accountability,2015-09-24,,,,,,,Ramechhap,Gailu,2,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,short_term_she,,healthcare,,financial_support,,5___completely_yes,,,,,1___not_at_all,how_to_get_healthcare_psycholo,,how_to_get_shelter_materials,,5___completely_yes,,,,,4___mostly_yes,,,,,2___very_little,1___not_at_all,5___completely_yes,,,,,,,uuid:3690261a-fe97-4e9c-b0c8-8cc2178afa9d,733226,3690261a-fe97-4e9c-b0c8-8cc2178afa9d,2015-09-30T07:08:16,1039,,-1,,
Sujata Khatri,accountability,2015-09-24,,,,,,,Ramechhap,Gailu,6,40_54,male,Tamang,,ngo_worker_bus,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,education,,healthcare,,5___completely_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,3___neutral,cash_for_work,,housing_inspec,,5___completely_yes,,,,,5___completely_yes,1___not_at_all,5___completely_yes,,,,,,,uuid:f9467124-1fa2-45d2-9b55-6fdb535e6f53,733257,f9467124-1fa2-45d2-9b55-6fdb535e6f53,2015-09-30T07:13:00,1042,,-1,,
Sujata Khatri,accountability,2015-09-22,,,,,,,Ramechhap,Gailu,6,40_54,male,Tamang,,ngo_worker_bus,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,clean_water,,5___completely_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_sup,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:fdf0d735-ac02-47e8-9672-f55a02d123de,733345,fdf0d735-ac02-47e8-9672-f55a02d123de,2015-09-30T07:27:15,1054,,-1,,
Sujata Khatri,accountability,2015-09-27,,,,,,,Ramechhap,Khimti,2,25_39,female,Chhetri,,ngo_worker_bus,,yes__some_diff,,2___very_little,long_term_shelter__housing,,healthcare,,clean_water,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,5___completely_yes,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,uuid:47c3f750-5b30-455c-9371-088bb544848b,732887,47c3f750-5b30-455c-9371-088bb544848b,2015-09-30T06:18:54,1004,,-1,,
Sujata Khatri,accountability,2015-09-27,,,,,,,Ramechhap,Khimti,6,25_39,female,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,clean_water,,5___completely_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,1___not_at_all,toilets_sanitation,,livelihoods,,,uuid:3337dc92-09d7-4113-a740-23eac20fc574,732919,3337dc92-09d7-4113-a740-23eac20fc574,2015-09-30T06:25:59,1008,,-1,,
Sujata Khatri,accountability,2015-09-27,,,,,,,Ramechhap,Khimti,6,25_39,female,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,livelihoods,,5___completely_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,finding_missing_people,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,5___completely_yes,,,,,,uuid:d95deb6d-2380-44dc-b8ec-48ee31769a10,732932,d95deb6d-2380-44dc-b8ec-48ee31769a10,2015-09-30T06:26:40,1010,,-1,,
Sujata Khatri,accountability,2015-09-27,,,,,,,Ramechhap,Khimti,6,40_54,female,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,clean_water,,5___completely_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,5___completely_yes,,,,,1___not_at_all,based_on_caste,,only_if_damage,,1___not_at_all,1___not_at_all,5___completely_yes,1___not_at_all,long_term_shelter__housing,,healthcare,,,uuid:0b910625-298d-4349-941f-b2eb64f69d77,732985,0b910625-298d-4349-941f-b2eb64f69d77,2015-09-30T06:30:10,1013,,-1,,
Sujata Khatri,accountability,2015-09-27,,,,,,,Ramechhap,Khimti,6,25_39,female,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,toilets_sanitation,,healthcare,,5___completely_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,1___not_at_all,healthcare,,maternal_neona,,,uuid:d3f38c48-018e-4ce4-942a-9b399f120d08,732998,d3f38c48-018e-4ce4-942a-9b399f120d08,2015-09-30T06:33:53,1015,,-1,,
Sujata Khatri,accountability,2015-09-27,,,,,,,Ramechhap,Khimti,2,40_54,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,livelihoods,,5___completely_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:8c819486-8fa6-44ce-b7e1-4f589cffb8db,725784,8c819486-8fa6-44ce-b7e1-4f589cffb8db,2015-09-29T12:27:19,991,,-1,,
Sujata Khatri,accountability,2015-09-27,,,,,,,Ramechhap,Khimti,2,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,education,,healthcare,,5___completely_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:772aef3e-2895-4851-af46-cee8d9ede77a,732365,772aef3e-2895-4851-af46-cee8d9ede77a,2015-09-30T05:32:03,997,,-1,,
Sujata Khatri,accountability,2015-09-25,,,,,,,Ramechhap,Khimti,2,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,livelihoods,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_sup,,5___completely_yes,,,,,5___completely_yes,,,,,2___very_little,1___not_at_all,5___completely_yes,,,,,,,uuid:32bfffc4-d0a1-4c8e-bb69-283795f0a53a,732366,32bfffc4-d0a1-4c8e-bb69-283795f0a53a,2015-09-30T05:34:46,998,,-1,,
Sujata Khatri,accountability,2015-09-25,,,,,,,Ramechhap,Khimti,2,55_greater,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,clean_water,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,2___very_little,1___not_at_all,5___completely_yes,,,,,,,uuid:6823dd4d-88ed-4a64-9c9b-f4024d82e8f0,732387,6823dd4d-88ed-4a64-9c9b-f4024d82e8f0,2015-09-30T05:37:07,999,,-1,,
Sujata Khatri,accountability,2015-09-27,,,,,,,Ramechhap,Khimti,6,40_54,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,clean_water,,5___completely_yes,,,,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:682f4bd1-5ae6-420f-9e17-568fd638f070,733009,682f4bd1-5ae6-420f-9e17-568fd638f070,2015-09-30T06:38:00,1020,,-1,,
Nabaraj Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Manthali,16,55_greater,female,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,4___mostly_yes,1___not_at_all,3___neutral,1___not_at_all,long_term_shelter__housing,,healthcare,,,uuid:2562d0ad-41c0-4670-99dd-9e762ece8692,723893,2562d0ad-41c0-4670-99dd-9e762ece8692,2015-09-29T08:35:00,66,,-1,,
Nabaraj Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Manthali,5,55_greater,female,Chhetri,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,3___neutral,cash_for_work,,housing_inspec,,4___mostly_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,1___not_at_all,long_term_shelter__housing,,maternal_neona,,,uuid:b0689ba0-ff71-4759-8555-a3f43d9ac57b,723610,b0689ba0-ff71-4759-8555-a3f43d9ac57b,2015-09-29T07:49:27,357,,-1,,
Nabaraj Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Manthali,5,40_54,female,Chhetri,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,3___neutral,1___not_at_all,long_term_shelter__housing,,healthcare,,,uuid:4af7f552-c93f-4cc4-95cd-09f0b8aaadf6,723637,4af7f552-c93f-4cc4-95cd-09f0b8aaadf6,2015-09-29T07:53:02,367,,-1,,
Nabaraj Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Manthali,12,55_greater,female,Janajati,,farmer_laborer,,yes__a_lot_of_,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,1___not_at_all,cash_for_work,,housing_inspec,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,healthcare,,maternal_neona,,,uuid:46d1c518-f6ca-437d-a1f4-739ec5733115,723773,46d1c518-f6ca-437d-a1f4-739ec5733115,2015-09-29T08:05:35,394,,-1,,
Nabaraj Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Manthali,16,40_54,female,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,healthcare,,psychosocial_counseling,,1___not_at_all,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,1___not_at_all,cash_for_work,,building_mater,,3___neutral,based_on_caste,,based_on_polit,,4___mostly_yes,1___not_at_all,5___completely_yes,1___not_at_all,long_term_shelter__housing,,healthcare,,,uuid:05777bec-ca7b-48fa-8714-1e5f93c53a05,723849,05777bec-ca7b-48fa-8714-1e5f93c53a05,2015-09-29T08:22:32,397,,-1,,
Nabaraj Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Manthali,16,40_54,female,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_sup,,3___neutral,cash_for_work,,building_mater,,3___neutral,based_on_caste,,only_if_damage,,5___completely_yes,1___not_at_all,3___neutral,1___not_at_all,long_term_shelter__housing,,healthcare,,,uuid:e6ad75d4-05b7-4c02-9476-7f22bae93462,723886,e6ad75d4-05b7-4c02-9476-7f22bae93462,2015-09-29T08:31:33,398,,-1,,
Sarita Shrestha,accountability,2015-09-27,,,,,,,Ramechhap,Manthali,5,40_54,female,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,psychosocial_counseling,,healthcare,,1___not_at_all,cash_for_work,,food_aid,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,1___not_at_all,psychosocial_counseling,,maternal_neona,,,uuid:874f3185-169c-44c2-be7a-83f6da053eb5,733027,874f3185-169c-44c2-be7a-83f6da053eb5,2015-09-30T06:41:39,1023,,-1,,
Nabara Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Manthali,5,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,3___neutral,cash_for_work,,building_mater,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,,,,,,,uuid:cffee3ba-5612-487f-b1ce-f09c30bb484b,723501,cffee3ba-5612-487f-b1ce-f09c30bb484b,2015-09-29T07:39:09,336,,-1,,
Nabaraj Shestha,accountability,2015-09-22,,,,,,,Ramechhap,Manthali,16,40_54,male,Janajati,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,5___completely_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,,,5___completely_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:41bddf78-6293-420f-bfdf-13985383fae0,723911,41bddf78-6293-420f-bfdf-13985383fae0,2015-09-29T08:38:24,399,,-1,,
Nabaraj Shrestha,accountability,2015-09-23,,,,,,,Ramechhap,Manthali,5,25_39,male,Chhetri,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,1___not_at_all,2___very_little,,,,,,,uuid:b1f9f839-3b5b-4b6b-b00b-2d8cc766b55b,723561,b1f9f839-3b5b-4b6b-b00b-2d8cc766b55b,2015-09-29T07:44:32,49,,-1,,
Nabaraj Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Manthali,5,55_greater,male,Chhetri,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,long_term_shelter__housing,,healthcare,,5___completely_yes,,,,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:1ed1497d-15c1-4bc0-b032-814b6a3657da,723480,1ed1497d-15c1-4bc0-b032-814b6a3657da,2015-09-29T07:33:59,320,,-1,,
Nabaraj Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Manthali,12,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_replace_personal_docume,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,housing_inspec,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,2___very_little,,,,,,,uuid:4e4a0ecb-e524-4d90-b3e9-df2e71e94a2a,723700,4e4a0ecb-e524-4d90-b3e9-df2e71e94a2a,2015-09-29T07:57:24,381,,-1,,
Nabaraj Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Manthali,12,25_39,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,financial_support,,psychosocial_counseling,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:e0ab3f06-9095-4760-8ec2-fa26362e2296,723732,e0ab3f06-9095-4760-8ec2-fa26362e2296,2015-09-29T08:01:02,391,,-1,,
Nabaraj Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Manthali,12,40_54,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,financial_support,,psychosocial_counseling,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_healthcare_psycholo,,how_to_replace_personal_docume,,2___very_little,cash_for_work,,housing_inspec,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,2___very_little,,,,,,,uuid:42ae62fd-2f45-4e9b-8adf-f8def1fd9c46,723819,42ae62fd-2f45-4e9b-8adf-f8def1fd9c46,2015-09-29T08:11:13,395,,-1,,
Nabaraj Shrestha,accountability,2015-09-25,,,,,,,Ramechhap,Manthali,12,25_39,male,Chhetri,,farmer_laborer,,no_difficulty,,1___not_at_all,financial_support,,healthcare,,psychosocial_counseling,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,2___very_little,,,,,,,uuid:5c284bd3-85cd-445f-9f7e-daa7ef45b77a,723833,5c284bd3-85cd-445f-9f7e-daa7ef45b77a,2015-09-29T08:15:32,396,,-1,,
Nabaraj Shrestha,accountability,2015-09-22,,,,,,,Ramechhap,Manthali,16,55_greater,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,5___completely_yes,,,,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,3___neutral,based_on_caste,,based_on_polit,,1___not_at_all,1___not_at_all,5___completely_yes,,,,,,,uuid:0c01e81a-adc2-4507-9ae9-863fa96cd962,723922,0c01e81a-adc2-4507-9ae9-863fa96cd962,2015-09-29T08:41:25,400,,-1,,
Ramhari Shrestha,accountability,2015-09-20,,,,,,,Ramechhap,Pakarbas,2,25_39,female,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,2___very_little,long_term_shelter__housing,,seeds_and_fertilizers,,,uuid:12d13dcc-97d6-43ac-8954-b41e7f7c9175,724438,12d13dcc-97d6-43ac-8954-b41e7f7c9175,2015-09-29T09:59:37,562,,-1,,
Ramhari Shrestha,accountability,2015-09-20,,,,,,,Ramechhap,Pakarbas,2,40_54,male,Janajati,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,,,,,,,uuid:58da76f0-cf37-4231-bef4-571fa45399d8,724373,58da76f0-cf37-4231-bef4-571fa45399d8,2015-09-29T09:48:22,520,,-1,,
Ramhari Shrestha,accountability,2015-09-20,,,,,,,Ramechhap,Pakarbas,2,40_54,male,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,4___mostly_yes,2___very_little,,,,,,,uuid:63508aac-804c-4031-a350-676d9649d80e,724390,63508aac-804c-4031-a350-676d9649d80e,2015-09-29T09:51:14,528,,-1,,
Ramhari Shrestha,accountability,2015-09-20,,,,,,,Ramechhap,Pakarbas,2,55_greater,male,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,,,,,,,uuid:fe13063e-9aaf-4d0c-a321-f884fcb92c80,724521,fe13063e-9aaf-4d0c-a321-f884fcb92c80,2015-09-29T10:02:27,573,,-1,,
Ramhari Shrestha,accountability,2015-09-18,,,,,,,Ramechhap,Pakarbas,5,25_39,male,Janajati,,farmer_laborer,,no_difficulty,,3___neutral,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,4___mostly_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,1___not_at_all,4___mostly_yes,,,,,,,uuid:494babde-903e-4b13-a50b-accc24fbd817,724573,494babde-903e-4b13-a50b-accc24fbd817,2015-09-29T10:05:51,586,,-1,,
Ramhari Shrestha,accountability,2015-09-18,,,,,,,Ramechhap,Pakarbas,5,40_54,male,Dalit,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,cash_for_work,,food_aid,,don_t_know,,,,,4___mostly_yes,refused,4___mostly_yes,,,,,,,uuid:bd0afcf2-620b-4636-baa8-f705b45e6fa3,724665,bd0afcf2-620b-4636-baa8-f705b45e6fa3,2015-09-29T10:12:05,609,,-1,,
Ramhari Shrestha,accountability,2015-09-18,,,,,,,Ramechhap,Pakarbas,5,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,clean_water,,seeds_and_fertilizers,,4___mostly_yes,,,,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,cash_for_work,,food_aid,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,,,,,,,uuid:1b013f3c-e83b-4a18-90d2-3aed4540184c,724679,1b013f3c-e83b-4a18-90d2-3aed4540184c,2015-09-29T10:14:58,618,,-1,,
Ramhari Shrestha,accountability,2015-09-18,,,,,,,Ramechhap,Pakarbas,5,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,building_mater,,4___mostly_yes,,,,,4___mostly_yes,1___not_at_all,4___mostly_yes,,,,,,,uuid:3a6d2c93-ea77-4b21-aef5-cac040957fa3,724700,3a6d2c93-ea77-4b21-aef5-cac040957fa3,2015-09-29T10:17:27,634,,-1,,
Ramhari Shrestha,accountability,2015-09-18,,,,,,,Ramechhap,Pakarbas,5,40_54,male,Brahmin,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,housing_inspections,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,cash_for_work,,building_mater,,4___mostly_yes,,,,,4___mostly_yes,1___not_at_all,4___mostly_yes,,,,,,,uuid:082a1687-4e6c-4c9b-99c9-4e995c738732,724718,082a1687-4e6c-4c9b-99c9-4e995c738732,2015-09-29T10:20:42,647,,-1,,
Sarita Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Phulasi,6,40_54,female,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,3___neutral,only_if_damage,,based_on_caste,,1___not_at_all,1___not_at_all,don_t_know,1___not_at_all,long_term_shelter__housing,,maternal_neona,,,uuid:60760e94-b173-460d-97d1-08ba8dd7640b,725646,60760e94-b173-460d-97d1-08ba8dd7640b,2015-09-29T11:58:35,101,,-1,,
Sarita Shrestha,accountability,2015-09-21,,,,,,,Ramechhap,Phulasi,6,55_greater,female,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,4___mostly_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,2___very_little,psychosocial_counseling,,financial_support,,,uuid:66f8ffef-af43-4edd-89ed-49c3ded5c0c4,725697,66f8ffef-af43-4edd-89ed-49c3ded5c0c4,2015-09-29T12:04:39,963,,-1,,
Sarita Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Phulasi,4,40_54,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,5___completely_yes,,,,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,5___completely_yes,,,,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:5e5019da-ad92-4bc4-a5a2-9fb60b690f40,725365,5e5019da-ad92-4bc4-a5a2-9fb60b690f40,2015-09-29T11:33:02,97,,-1,,
Sarita Shrestha,accountability,2015-09-24,,,,,,,Ramechhap,Phulasi,4,55_greater,male,Janajati,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,1___not_at_all,cash_for_work,,housing_inspec,,1___not_at_all,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,1___not_at_all,cash_for_work,,housing_inspec,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,4___mostly_yes,,,,,,,uuid:610757b0-9a8a-40b0-9d6e-48150d748b81,725394,610757b0-9a8a-40b0-9d6e-48150d748b81,2015-09-29T11:35:44,882,,-1,,
