Name_of_interviewer,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_monsoon,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,start,end,meta/instanceID,_uuid,_submission_time,_tags,,,,,,,,,,,,,,,,_notes
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Basheswor,4,25_39,female,Janajati,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,2___not_very_m,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,2015-08-31T12:01:02.000+06:45,2015-08-31T12:03:48.000+06:45,uuid:e2a8eb11-2d48-439f-8e0b-de6c1da9ab68,e2a8eb11-2d48-439f-8e0b-de6c1da9ab68,2015-08-31T06:17:03,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Basheswor,4,40_54,female,Janajati,n/a,government_ser,n/a,yes__a_lot_of_,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T12:03:48.000+06:45,2015-08-31T12:06:14.000+06:45,uuid:8607c8e5-cedc-48b4-bcc7-24ca450a9cdd,8607c8e5-cedc-48b4-bcc7-24ca450a9cdd,2015-08-31T06:19:28,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Basheswor,4,25_39,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T12:06:14.000+06:45,2015-08-31T12:07:49.000+06:45,uuid:1590a9fc-9fa6-4c43-87cb-fe855bd63266,1590a9fc-9fa6-4c43-87cb-fe855bd63266,2015-08-31T06:21:04,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Basheswor,4,25_39,female,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_she,n/a,long_term_shelter__housing,n/a,food,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,3___neutral,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,based_on_polit,n/a,other,as their highness,2___very_little,4___mostly_yes,refused,4___mostly_yes,n/a,n/a,n/a,n/a,2015-08-31T12:07:49.000+06:45,2015-08-31T12:10:01.000+06:45,uuid:ff968626-e9aa-4eed-9599-97ee0bace4e8,ff968626-e9aa-4eed-9599-97ee0bace4e8,2015-08-31T06:23:18,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Basheswor,4,40_54,male,Brahmin,n/a,government_ser,n/a,no_difficulty,3___neutral,long_term_shelter__housing,n/a,long_term_shelter__housing,n/a,toilets_sanitation,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T12:10:01.000+06:45,2015-08-31T12:11:51.000+06:45,uuid:8ca09716-1aef-4ab3-8be0-d24d479e5b3d,8ca09716-1aef-4ab3-8be0-d24d479e5b3d,2015-08-31T06:25:06,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,7,55_greater,male,Chhetri,n/a,farmer_laborer,n/a,yes__some_diff,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,3___neutral,cash_for_work,n/a,cash_for_work,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,5___completely_yes,5___completely,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T09:57:34.000+06:45,2015-08-31T10:14:51.000+06:45,uuid:ad933f14-cb71-4573-92d1-8fb8c650664b,ad933f14-cb71-4573-92d1-8fb8c650664b,2015-08-31T04:28:17,,,,,,,,,,,,,,,,,
MCHD,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,7,25_39,female,Newar,n/a,other,BUSNESS,yes__a_lot_of_,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,3___neutral,how_to_get_shelter_materials,n/a,how_to_get_healthcare_psycholo,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,1___not_at_all,first_come__fi,n/a,based_on_caste,n/a,1___not_at_all,1___not_at_all,4___mostly_yes,1___not_at_all,maternal_neona,n/a,short_term_shelter__tent_shelt,n/a,2015-08-31T10:14:51.000+06:45,2015-08-31T10:20:41.000+06:45,uuid:77c1d171-ed35-47ec-bd81-0bc861b12a97,77c1d171-ed35-47ec-bd81-0bc861b12a97,2015-08-31T04:34:09,,,,,,,,,,,,,,,,,
gagan jang thapa,accountability,29/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,6,55_greater,male,Chhetri,n/a,other,business,no_difficulty,1___not_at_all,short_term_she,n/a,clean_water,n/a,financial_support,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,5___completely,3___neutral,refused,n/a,n/a,n/a,n/a,2015-08-30T16:29:46.000+06:45,2015-08-30T16:35:49.000+06:45,uuid:4102eac8-ce82-48a6-8084-3bd47904fa54,4102eac8-ce82-48a6-8084-3bd47904fa54,2015-08-30T10:45:06,,,,,,,,,,,,,,,,,
gagan jang thapa,accountability,26/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,6,40_54,female,Newar,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_she,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,based_on_caste,n/a,based_on_polit,n/a,4___mostly_yes,5___completely,3___neutral,don_t_know,n/a,n/a,n/a,n/a,2015-08-30T16:02:35.000+06:45,2015-08-30T16:11:52.000+06:45,uuid:8a3c4368-9576-419b-ab77-119d3592ed63,8a3c4368-9576-419b-ab77-119d3592ed63,2015-08-30T10:21:09,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,6,15_24,male,Tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,based_on_dista,n/a,1___not_at_all,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-30T15:05:42.000+06:45,2015-08-30T15:12:49.000+06:45,uuid:ed7f6f3b-6ee3-4563-a3c3-9d21076be359,ed7f6f3b-6ee3-4563-a3c3-9d21076be359,2015-08-30T09:22:07,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,23/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,6,40_54,male,Janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,joint_families,n/a,based_on_polit,n/a,1___not_at_all,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-30T15:12:50.000+06:45,2015-08-30T15:19:13.000+06:45,uuid:2b628c50-14d0-45a1-b649-3d024623fd14,2b628c50-14d0-45a1-b649-3d024623fd14,2015-08-30T09:28:30,,,,,,,,,,,,,,,,,
shubas koirala,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,7,25_39,male,Chhetri,n/a,other,business,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,housing_inspec,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,4___mostly_yes,4___mostly_yes,refused,n/a,n/a,n/a,n/a,2015-08-31T11:40:20.000+06:45,2015-08-31T11:45:05.000+06:45,uuid:e40d9c3a-3706-41cf-8b8f-ebf2d36c4d1a,e40d9c3a-3706-41cf-8b8f-ebf2d36c4d1a,2015-08-31T05:54:49,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,7,40_54,female,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,first_come__fi,n/a,1___not_at_all,2___not_very_m,2___very_little,1___not_at_all,healthcare,n/a,sanitary_produ,n/a,2015-08-31T12:01:12.000+06:45,2015-08-31T12:07:09.000+06:45,uuid:0d2e798e-745b-4a2b-864b-535ab999f570,0d2e798e-745b-4a2b-864b-535ab999f570,2015-08-31T06:16:53,,,,,,,,,,,,,,,,,
krishana bdr moktan,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,7,25_39,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_polit,n/a,based_on_caste,n/a,5___completely_yes,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-31T12:07:09.000+06:45,2015-08-31T12:10:27.000+06:45,uuid:fc72b470-ef0c-4879-9e28-3a58fff529ab,fc72b470-ef0c-4879-9e28-3a58fff529ab,2015-08-31T06:20:12,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,BHIMESWAR,6,15_24,female,Dalit,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,short_term_she,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,first_come__fi,n/a,based_on_dista,n/a,4___mostly_yes,1___not_at_all,2___very_little,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,2015-08-31T10:30:13.000+06:45,2015-08-31T10:34:43.000+06:45,uuid:39433935-f8d1-44af-8cfc-f522e37a7915,39433935-f8d1-44af-8cfc-f522e37a7915,2015-08-31T04:47:58,,,,,,,,,,,,,,,,,
shubas koirala,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,bhuwaneswari,2,25_39,male,Chhetri,n/a,farmer_laborer,n/a,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,clean_water,n/a,financial_support,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T11:45:05.000+06:45,2015-08-31T11:55:39.000+06:45,uuid:61c9186f-2c85-4213-a4c0-3209f7583a6a,61c9186f-2c85-4213-a4c0-3209f7583a6a,2015-08-31T06:05:22,,,,,,,,,,,,,,,,,
shubas koirala,accountability,29/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,bhuwaneswari,2,55_greater,female,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,3___neutral,housing_inspec,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,4___mostly_yes,2___very_little,healthcare,n/a,long_term_shelter__housing,n/a,2015-08-31T11:55:39.000+06:45,2015-08-31T12:01:12.000+06:45,uuid:e8efdff9-ef5e-4bef-845a-9e693670734a,e8efdff9-ef5e-4bef-845a-9e693670734a,2015-08-31T06:10:56,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Bhuwaneswari,1,25_39,male,Chhetri,n/a,other,Social Mobilizer,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,housing_inspec,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,5___completely,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T12:11:51.000+06:45,2015-08-31T12:14:41.000+06:45,uuid:d929a353-30bb-41be-b18e-35e6422420b7,d929a353-30bb-41be-b18e-35e6422420b7,2015-08-31T06:27:56,,,,,,,,,,,,,,,,,
shubas koirala,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,bhuwaneswari,2,25_39,male,Chhetri,n/a,other,business,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,housing_inspec,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,4___mostly_yes,4___mostly_yes,refused,n/a,n/a,n/a,n/a,2015-08-31T12:14:18.000+06:45,2015-08-31T12:18:44.000+06:45,uuid:85ca05d6-cda7-4c1f-9c73-714212ebd4ff,85ca05d6-cda7-4c1f-9c73-714212ebd4ff,2015-08-31T06:28:28,,,,,,,,,,,,,,,,,
ABC,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,bhuwaneswari,1,40_54,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,1___not_at_all,cash_for_work,n/a,cash_for_work,n/a,3___neutral,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,based_on_polit,n/a,only_if_damage,n/a,4___mostly_yes,2___not_very_m,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T12:11:50.000+06:45,2015-08-31T12:15:55.000+06:45,uuid:f121a404-63a8-472a-9e11-3a3b8c8166b6,f121a404-63a8-472a-9e11-3a3b8c8166b6,2015-08-31T06:29:23,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Bhuwaneswari,1,40_54,female,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,don_t_know,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T12:14:41.000+06:45,2015-08-31T12:16:19.000+06:45,uuid:3825acb0-98c2-4e2c-8c76-4514b225f02a,3825acb0-98c2-4e2c-8c76-4514b225f02a,2015-08-31T06:29:34,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Bhuwaneswari,1,25_39,male,Brahmin,n/a,government_ser,n/a,yes__a_lot_of_,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,finding_missing_people,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,1___not_at_all,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T12:16:19.000+06:45,2015-08-31T12:17:58.000+06:45,uuid:bac6da51-eb05-4a90-a440-4d5bae04c381,bac6da51-eb05-4a90-a440-4d5bae04c381,2015-08-31T06:31:12,,,,,,,,,,,,,,,,,
shubas koirala,accountability,29/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,bhuwaneswari,2,25_39,female,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,1___not_at_all,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,2015-08-31T12:18:44.000+06:45,2015-08-31T12:23:26.000+06:45,uuid:567c489f-e630-44be-9b87-28039685afc3,567c489f-e630-44be-9b87-28039685afc3,2015-08-31T06:33:11,,,,,,,,,,,,,,,,,
ABC,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,bhuwaneswari,1,15_24,male,Brahmin,n/a,other,STUDENT,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,2___very_little,building_mater,n/a,building_mater,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,2___not_very_m,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T12:15:56.000+06:45,2015-08-31T12:21:34.000+06:45,uuid:89464a12-5453-4459-ab6a-150500c17520,89464a12-5453-4459-ab6a-150500c17520,2015-08-31T06:35:02,,,,,,,,,,,,,,,,,
shubas koirala,accountability,29/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,bhuwaneswari,2,25_39,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,toilets_sanitation,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,based_on_polit,n/a,only_if_damage,n/a,4___mostly_yes,1___not_at_all,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-31T12:10:27.000+06:45,2015-08-31T12:14:18.000+06:45,uuid:71f7697a-14f7-4bbe-83a5-1506ceb9320b,71f7697a-14f7-4bbe-83a5-1506ceb9320b,2015-08-31T06:24:02,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,5,55_greater,male,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:48:18.000+06:45,2015-08-31T10:52:34.000+06:45,uuid:e8c08356-1613-4aca-8abb-412f06806fd1,e8c08356-1613-4aca-8abb-412f06806fd1,2015-08-31T05:05:49,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,5,40_54,male,Tamang,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,seeds_and_fertilizers,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,5___completely,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:52:34.000+06:45,2015-08-31T10:54:12.000+06:45,uuid:696b3bbc-4b2a-4e23-875e-d4f8d33e710c,696b3bbc-4b2a-4e23-875e-d4f8d33e710c,2015-08-31T05:07:27,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,5,15_24,male,Tamang,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:54:12.000+06:45,2015-08-31T10:55:38.000+06:45,uuid:6fe04e3e-f557-4623-896c-733a8518f69e,6fe04e3e-f557-4623-896c-733a8518f69e,2015-08-31T05:08:53,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,5,40_54,female,Tamang,n/a,farmer_laborer,n/a,no_difficulty,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,2___not_very_m,1___not_at_all,5___completely_yes,n/a,n/a,n/a,n/a,2015-08-31T10:55:38.000+06:45,2015-08-31T10:56:59.000+06:45,uuid:a08ee279-1d29-4564-a3be-d9ddab3300fc,a08ee279-1d29-4564-a3be-d9ddab3300fc,2015-08-31T05:10:14,,,,,,,,,,,,,,,,,
ABC,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,5,55_greater,male,Tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,seeds_and_fertilizers,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:56:59.000+06:45,2015-08-31T10:59:07.000+06:45,uuid:13c673a2-5242-47f2-bbc1-319ba83b5c4b,13c673a2-5242-47f2-bbc1-319ba83b5c4b,2015-08-31T05:12:23,,,,,,,,,,,,,,,,,
ABC,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,7,55_greater,male,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,toilets_sanitation,n/a,financial_support,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:59:07.000+06:45,2015-08-31T11:02:15.000+06:45,uuid:309a72a7-d0a3-4e85-bc15-1370d1aeb8f5,309a72a7-d0a3-4e85-bc15-1370d1aeb8f5,2015-08-31T05:15:30,,,,,,,,,,,,,,,,,
ABC,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,7,40_54,female,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,housing_inspec,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T11:02:15.000+06:45,2015-08-31T11:04:53.000+06:45,uuid:9af41f74-1fd4-4d98-86b0-4a41162056c2,9af41f74-1fd4-4d98-86b0-4a41162056c2,2015-08-31T05:18:08,,,,,,,,,,,,,,,,,
abc,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Sindhuli,Jalkanya,7,25_39,female,Brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_she,n/a,financial_support,n/a,seeds_and_fertilizers,n/a,1___not_at_all,building_mater,n/a,seeds_and_fert,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,1___not_at_all,5___completely,1___not_at_all,1___not_at_all,long_term_shelter__housing,n/a,seeds_and_fertilizers,n/a,2015-08-31T11:04:53.000+06:45,2015-08-31T11:08:52.000+06:45,uuid:f7525523-80b7-4160-8fb0-d4a6e5fc67d8,f7525523-80b7-4160-8fb0-d4a6e5fc67d8,2015-08-31T05:22:07,,,,,,,,,,,,,,,,,
