Name_of_enumerator_agency,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If__other__what_is_your_occupa,Do_you_have_any_health_problem,Are_your_main_problems_being_a,What_is_your_biggest_problem,If__other__what_is_your_bigges,What_is_your_second_biggest_pr,If__other__what_is_your_second,What_is_your_third_biggest_pro,If__other__what_is_your_third_,Are_your_main_problems_being_a_001,What_is_the_top_thing_that_you,If__other__what_is_the_top_thi,What_is_the_second_most_import,If__other__what_is_the_second_,Are_your_main_problems_being_a_002,What_is_the_top_thing_that_you_001,If__other__what_is_the_top_thi_001,What_is_the_second_most_import_001,If__other__what_is_the_second__001,Are_your_main_problems_being_a_003,What_is_the_top_thing_that_you_002,If__other__what_is_the_top_thi_002,What_is_the_top_thing_that_you_003,If__other__what_is_the_second__002,Are_your_main_problems_being_a_004,What_is_the_top_reason_for_you,If__other__what_is_the_top_rea,What_is_the_top_reason_for_you_001,If_other_what_is_the_top_rea,Are_your_main_problems_being_a_005,Do_you_feel_you_have_been_hear,Are_your_main_problems_being_a_006,Are_your_main_problems_being_a_007,What_is_your_biggest_problem_001,If__other__what_is_the_biggest,What_is_your_biggest_problem_0,If__other__what_is_the_second__003,start,end,meta/instanceID,_uuid,_submission_time,_tags,_notes
gopal kumar devkota,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,5,40_54,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,food,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,housing_inspec,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,don_t_know,1___not_at_all,healthcare,n/a,financial_support,n/a,2015-07-26T12:29:40.000+06:45,2015-07-26T12:32:57.000+06:45,uuid:5aa5e398-a96a-4879-b6f4-2a7faeff1fc5,5aa5e398-a96a-4879-b6f4-2a7faeff1fc5,2015-07-26T06:46:48,,
gopal kumar devkota,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,1,15_24,female,janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,3___neutral,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,3___neutral,don_t_know,2___very_little,healthcare,n/a,option_15,n/a,2015-07-26T12:32:58.000+06:45,2015-07-26T12:35:06.000+06:45,uuid:537df62a-fa36-4c94-a873-d41d1bde8af6,537df62a-fa36-4c94-a873-d41d1bde8af6,2015-07-26T06:48:56,,
gopal kumar devkota,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,7,55,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,5___completely_yes,2___very_little,housing_inspections,n/a,financial_support,n/a,2015-07-26T12:35:06.000+06:45,2015-07-26T12:37:29.000+06:45,uuid:d820b7df-a1d4-47c6-aab2-d9553754897a,d820b7df-a1d4-47c6-aab2-d9553754897a,2015-07-26T06:51:20,,
gopal kumar devkota,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,7,40_54,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,3___neutral,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,don_t_know,refused,n/a,n/a,n/a,n/a,2015-07-26T12:45:52.000+06:45,2015-07-26T12:47:33.000+06:45,uuid:28af6f2c-43ab-4341-a4c3-875dbd512fca,28af6f2c-43ab-4341-a4c3-875dbd512fca,2015-07-26T07:01:23,,
gopal kumar devkota,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,7,55,female,tamang,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,5___completely,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T12:47:33.000+06:45,2015-07-26T12:50:13.000+06:45,uuid:7958b070-498f-4dc0-bf10-f60d32cff7c3,7958b070-498f-4dc0-bf10-f60d32cff7c3,2015-07-26T07:04:03,,
gopal kumar devkota,nepal_scouts,7/19/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,6,25_39,male,tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,finding_missing_people,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,refused,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T12:50:13.000+06:45,2015-07-26T12:53:12.000+06:45,uuid:36937894-a868-403d-904b-7eb7be3e8b05,36937894-a868-403d-904b-7eb7be3e8b05,2015-07-26T07:07:02,,
gopal kumar devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,8,40_54,male,tamang,n/a,farmer_laborer,n/a,yes__a_lot_of_,1___not_at_all,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_healthcare_psycholo,n/a,1___not_at_all,cash_for_work,n/a,housing_inspec,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,1___not_at_all,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T12:53:12.000+06:45,2015-07-26T12:58:38.000+06:45,uuid:4348445f-9dc2-405e-bd7e-4f7b5985e569,4348445f-9dc2-405e-bd7e-4f7b5985e569,2015-07-26T07:12:28,,
gopal kumar devkota,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,7,25_39,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,don_t_know,don_t_know,refused,n/a,n/a,n/a,n/a,2015-07-26T12:58:38.000+06:45,2015-07-26T13:00:10.000+06:45,uuid:554fd85e-75f6-4da3-a5bd-540b098a7d95,554fd85e-75f6-4da3-a5bd-540b098a7d95,2015-07-26T07:14:00,,
Gayetri Kumari Shrestha,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,9,40_54,female,newar,n/a,ngo_worker_business,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,housing_inspec,n/a,cash_for_work,n/a,1___not_at_all,how_to_get_shelter_materials,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-26T13:00:39.000+06:45,2015-07-26T13:07:14.000+06:45,uuid:c80a9342-dff7-447c-833a-9fd9c2b05597,c80a9342-dff7-447c-833a-9fd9c2b05597,2015-07-26T07:18:34,,
gopal kumar devkota,nepal_scouts,7/20/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,7,25_39,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:04:05.000+06:45,2015-07-26T13:05:21.000+06:45,uuid:6e0894ee-c439-42fb-a244-64c0e4e3b0b3,6e0894ee-c439-42fb-a244-64c0e4e3b0b3,2015-07-26T07:19:11,,
gopal kumar devkota,nepal_scouts,7/23/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,9,40_54,female,tamang,n/a,government_service__i_e__teach,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,don_t_know,5___completely_yes,n/a,n/a,n/a,n/a,2015-07-26T13:05:21.000+06:45,2015-07-26T13:07:35.000+06:45,uuid:56ee72ef-d2f8-4b3b-81a9-0775214c54a5,56ee72ef-d2f8-4b3b-81a9-0775214c54a5,2015-07-26T07:21:25,,
gopal kumar devkota,nepal_scouts,7/23/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,9,55,male,tamang,n/a,farmer_laborer,n/a,cannot_do_at_a,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,only_if_damage,n/a,based_on_dista,n/a,5___completely_yes,5___completely,5___completely_yes,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:16:40.000+06:45,2015-07-26T13:18:07.000+06:45,uuid:6e932169-a319-4f75-9104-72f8e0bc584a,6e932169-a319-4f75-9104-72f8e0bc584a,2015-07-26T07:31:57,,
Gayetri Kumari Shrestha,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,9,15_24,female,chhetri,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,1___not_at_all,cash_for_work,n/a,housing_inspec,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,1___not_at_all,1___not_at_all,3___neutral,1___not_at_all,long_term_shelter__housing,n/a,psychosocial_counseling,n/a,2015-07-26T13:07:14.000+06:45,2015-07-26T13:11:34.000+06:45,uuid:a58a53e3-0e60-4dc4-8a71-4c6747a5b6a9,a58a53e3-0e60-4dc4-8a71-4c6747a5b6a9,2015-07-26T07:22:55,,
gopal kumar devkota,nepal_scouts,7/23/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,9,25_39,male,dalit,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,first_come__fi,n/a,based_on_polit,n/a,5___completely_yes,5___completely,don_t_know,refused,n/a,n/a,n/a,n/a,2015-07-26T13:07:35.000+06:45,2015-07-26T13:09:27.000+06:45,uuid:a6735af1-a63a-4101-a177-5fdc8b287e98,a6735af1-a63a-4101-a177-5fdc8b287e98,2015-07-26T07:23:18,,
gopal kumar devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,8,40_54,male,newar,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,5___completely,refused,refused,n/a,n/a,n/a,n/a,2015-07-26T13:09:27.000+06:45,2015-07-26T13:10:53.000+06:45,uuid:fd75aa11-bb9f-472a-83d2-d0928d9cfeae,fd75aa11-bb9f-472a-83d2-d0928d9cfeae,2015-07-26T07:24:43,,
Gayetri Kumari Shrestha,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,kamalamai,9,55,female,brahmin,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,psychosocial_counseling,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,housing_inspec,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,5___completely_yes,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,2015-07-26T13:11:34.000+06:45,2015-07-26T13:14:12.000+06:45,uuid:21452d0c-f216-4422-b22d-8bd644b92aa1,21452d0c-f216-4422-b22d-8bd644b92aa1,2015-07-26T07:25:32,,
gopal kumar devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,8,55,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,5___completely,refused,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:10:53.000+06:45,2015-07-26T13:12:20.000+06:45,uuid:794bbbcb-936e-49dc-8a7c-0e1fa67efc58,794bbbcb-936e-49dc-8a7c-0e1fa67efc58,2015-07-26T07:26:10,,
gopal kumar devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,8,55,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,5___completely,don_t_know,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:12:20.000+06:45,2015-07-26T13:13:32.000+06:45,uuid:2c4df38a-3ce3-47c1-bdd8-0bd9335db3af,2c4df38a-3ce3-47c1-bdd8-0bd9335db3af,2015-07-26T07:27:23,,
Gayetri Kumari Shrestha,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,9,40_54,female,janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,housing_inspec,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_polit,n/a,only_if_damage,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-26T13:14:12.000+06:45,2015-07-26T13:17:09.000+06:45,uuid:a90309fa-efc6-49c1-af28-65b9c7659947,a90309fa-efc6-49c1-af28-65b9c7659947,2015-07-26T07:28:30,,
gopal kumar devkota,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,8,15_24,male,tamang,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,1___not_at_all,don_t_know,refused,n/a,n/a,n/a,n/a,2015-07-26T13:13:32.000+06:45,2015-07-26T13:15:18.000+06:45,uuid:f1d7e269-bc14-4214-8561-6c30fe57ecb0,f1d7e269-bc14-4214-8561-6c30fe57ecb0,2015-07-26T07:29:09,,
Gayetri Kumari Shrestha,nepal_scouts,7/22/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,9,40_54,male,dalit,n/a,other,worker,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,housing_inspec,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,housing_inspec,n/a,cash_for_work,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:17:09.000+06:45,2015-07-26T13:20:02.000+06:45,uuid:8678cae8-8d18-4cc8-a7ce-7d05e3002be8,8678cae8-8d18-4cc8-a7ce-7d05e3002be8,2015-07-26T07:31:23,,
Gayetri Kumari Shrestha,nepal_scouts,7/21/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,8,40_54,male,tamang,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,5___completely,3___neutral,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:23:08.000+06:45,2015-07-26T13:25:24.000+06:45,uuid:aec77e40-bb9e-4b01-a3d2-f6e4aea7fb56,aec77e40-bb9e-4b01-a3d2-f6e4aea7fb56,2015-07-26T07:36:44,,
gopal kumar devkota,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,1,40_54,female,janajati,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,3___neutral,don_t_know,don_t_know,2___very_little,healthcare,n/a,psychosocial_counseling,n/a,2015-07-26T13:21:49.000+06:45,2015-07-26T13:23:26.000+06:45,uuid:e7f600a6-06c7-4887-9a3d-96b6562e64c3,e7f600a6-06c7-4887-9a3d-96b6562e64c3,2015-07-26T07:37:16,,
gopal kumar devkota,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,1,55,female,janajati,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,don_t_know,2___not_very_m,don_t_know,2___very_little,housing_inspections,n/a,financial_support,n/a,2015-07-26T13:23:26.000+06:45,2015-07-26T13:25:23.000+06:45,uuid:8c4123e9-5850-41f3-b5b3-2bbc9ce382aa,8c4123e9-5850-41f3-b5b3-2bbc9ce382aa,2015-07-26T07:39:13,,
Gayetri Kumari Shresrtha,nepal_scouts,7/21/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,8,25_39,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,2___very_little,2___not_very_m,2___very_little,2___very_little,short_term_shelter__tent_shelt,n/a,long_term_shelter__housing,n/a,2015-07-26T13:25:24.000+06:45,2015-07-26T13:28:25.000+06:45,uuid:41dc5219-a700-4c08-ade0-b486d811992a,41dc5219-a700-4c08-ade0-b486d811992a,2015-07-26T07:39:45,,
gopal kumar devkota,nepal_scouts,7/18/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,1,55,male,janajati,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,short_term_shelter__tent_shelt,n/a,food,n/a,financial_support,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,1___not_at_all,don_t_know,refused,n/a,n/a,n/a,n/a,2015-07-26T13:25:23.000+06:45,2015-07-26T13:26:48.000+06:45,uuid:fd0b4eab-0419-40d7-9037-74e2ac2499a7,fd0b4eab-0419-40d7-9037-74e2ac2499a7,2015-07-26T07:40:39,,
gopal kumar devkota,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,1,55,male,janajati,n/a,other,pensioner,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,3___neutral,refused,refused,n/a,n/a,n/a,n/a,2015-07-26T13:26:48.000+06:45,2015-07-26T13:28:32.000+06:45,uuid:461a6442-ef0e-426e-b278-2fb21039be9e,461a6442-ef0e-426e-b278-2fb21039be9e,2015-07-26T07:42:22,,
Gayetri Kumari Shrestha,nepal_scouts,7/21/15,n/a,n/a,n/a,n/a,n/a,sindhuli,Kamalamai,8,40_54,male,dalit,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,2___not_very_m,3___neutral,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:28:25.000+06:45,2015-07-26T13:31:01.000+06:45,uuid:07eb1352-fcde-40c9-8cf8-3af493d01265,07eb1352-fcde-40c9-8cf8-3af493d01265,2015-07-26T07:42:22,,
gopal kumar devkota,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,3,25_39,male,brahmin,n/a,government_service__i_e__teach,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,3___neutral,cash_for_work,n/a,housing_inspec,n/a,1___not_at_all,based_on_dista,n/a,only_if_damage,n/a,5___completely_yes,3___neutral,5___completely_yes,refused,n/a,n/a,n/a,n/a,2015-07-26T13:28:32.000+06:45,2015-07-26T13:29:57.000+06:45,uuid:8bc91dd4-bd3f-463c-b0b3-191546cc71f3,8bc91dd4-bd3f-463c-b0b3-191546cc71f3,2015-07-26T07:43:48,,
gopal kumar devkota,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,3,55,male,dalit,n/a,farmer_laborer,n/a,no_difficulty,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,3___neutral,based_on_dista,n/a,other,not mentioned,5___completely_yes,don_t_know,don_t_know,refused,n/a,n/a,n/a,n/a,2015-07-26T13:29:57.000+06:45,2015-07-26T13:31:41.000+06:45,uuid:8e4bf6cf-9add-459e-a226-2301f34087eb,8e4bf6cf-9add-459e-a226-2301f34087eb,2015-07-26T07:45:31,,
Gayetri Kumari Shrestha,nepal_scouts,7/21/15,n/a,n/a,n/a,n/a,n/a,sindhuli,kamalamai,8,40_54,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,short_term_shelter__tent_shelt,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-26T13:31:02.000+06:45,2015-07-26T13:34:22.000+06:45,uuid:ba5911e9-83d7-4524-8fb2-7c8385f69ddb,ba5911e9-83d7-4524-8fb2-7c8385f69ddb,2015-07-26T07:45:43,,
gopal kumar devkota,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,3,40_54,female,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,5___completely_yes,n/a,n/a,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_get_healthcare_psycholo,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,2___not_very_m,1___not_at_all,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:31:41.000+06:45,2015-07-26T13:32:54.000+06:45,uuid:e96b0fcf-418f-44f0-9fef-3e71d5294ca7,e96b0fcf-418f-44f0-9fef-3e71d5294ca7,2015-07-26T07:46:44,,
gopal kumar devkota,nepal_scouts,7/17/15,n/a,n/a,n/a,n/a,n/a,sindhuli,bhadrakali,3,55,male,janajati,n/a,farmer_laborer,n/a,cannot_do_at_a,3___neutral,long_term_shelter__housing,n/a,long_term_shelter__housing,n/a,healthcare,n/a,3___neutral,cash_for_work,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,refused,5___completely_yes,don_t_know,n/a,n/a,n/a,n/a,2015-07-26T13:32:54.000+06:45,2015-07-26T13:34:57.000+06:45,uuid:bc2d0ba6-2d3b-4851-83c9-d23fbf89d427,bc2d0ba6-2d3b-4851-83c9-d23fbf89d427,2015-07-26T07:48:47,,
